Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
1010	ampere10.cc.gatech.edu	1775455206.114	     2.587	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_random.gz 100000000 -pp 100000000 --total-program-instructions 621362019 -a 4 -f 75000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f75k_tr23/BQ_qaoa_random.out
1011	ampere10.cc.gatech.edu	1775455206.223	     2.480	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_3regular.gz 100000000 -pp 100000000 --total-program-instructions 649265702 -a 4 -f 30000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f30k_tr1/BQ_qaoa_3regular.out
1012	ampere10.cc.gatech.edu	1775455206.328	     2.375	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_3regular.gz 100000000 -pp 100000000 --total-program-instructions 649265702 -a 4 -f 35000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f35k_tr1/BQ_qaoa_3regular.out
1013	ampere10.cc.gatech.edu	1775455206.434	     2.272	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_3regular.gz 100000000 -pp 100000000 --total-program-instructions 649265702 -a 4 -f 40000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f40k_tr1/BQ_qaoa_3regular.out
1005	ampere10.cc.gatech.edu	1775455205.587	     3.119	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_random.gz 100000000 -pp 100000000 --total-program-instructions 621362019 -a 4 -f 50000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f50k_tr23/BQ_qaoa_random.out
1014	ampere10.cc.gatech.edu	1775455206.541	     2.166	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_3regular.gz 100000000 -pp 100000000 --total-program-instructions 649265702 -a 4 -f 45000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f45k_tr1/BQ_qaoa_3regular.out
1015	ampere10.cc.gatech.edu	1775455206.645	     2.062	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_3regular.gz 100000000 -pp 100000000 --total-program-instructions 649265702 -a 4 -f 50000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f50k_tr1/BQ_qaoa_3regular.out
1016	ampere10.cc.gatech.edu	1775455206.750	     1.957	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_3regular.gz 100000000 -pp 100000000 --total-program-instructions 649265702 -a 4 -f 55000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f55k_tr1/BQ_qaoa_3regular.out
1017	ampere10.cc.gatech.edu	1775455206.856	     1.851	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_3regular.gz 100000000 -pp 100000000 --total-program-instructions 649265702 -a 4 -f 60000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f60k_tr1/BQ_qaoa_3regular.out
1018	ampere10.cc.gatech.edu	1775455206.963	     1.744	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_3regular.gz 100000000 -pp 100000000 --total-program-instructions 649265702 -a 4 -f 65000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f65k_tr1/BQ_qaoa_3regular.out
1019	ampere10.cc.gatech.edu	1775455207.066	     1.643	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_3regular.gz 100000000 -pp 100000000 --total-program-instructions 649265702 -a 4 -f 70000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f70k_tr1/BQ_qaoa_3regular.out
1020	ampere10.cc.gatech.edu	1775455207.172	     1.537	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_3regular.gz 100000000 -pp 100000000 --total-program-instructions 649265702 -a 4 -f 75000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f75k_tr1/BQ_qaoa_3regular.out
1021	ampere10.cc.gatech.edu	1775455207.279	     1.430	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_3regular.gz 100000000 -pp 100000000 --total-program-instructions 649265702 -a 4 -f 30000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f30k_tr23/BQ_qaoa_3regular.out
1022	ampere10.cc.gatech.edu	1775455207.385	     1.325	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_3regular.gz 100000000 -pp 100000000 --total-program-instructions 649265702 -a 4 -f 35000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f35k_tr23/BQ_qaoa_3regular.out
1023	ampere10.cc.gatech.edu	1775455207.491	     1.219	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_3regular.gz 100000000 -pp 100000000 --total-program-instructions 649265702 -a 4 -f 40000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f40k_tr23/BQ_qaoa_3regular.out
1024	ampere10.cc.gatech.edu	1775455207.597	     1.114	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_3regular.gz 100000000 -pp 100000000 --total-program-instructions 649265702 -a 4 -f 45000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f45k_tr23/BQ_qaoa_3regular.out
1025	ampere10.cc.gatech.edu	1775455207.703	     1.007	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_3regular.gz 100000000 -pp 100000000 --total-program-instructions 649265702 -a 4 -f 50000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f50k_tr23/BQ_qaoa_3regular.out
1026	ampere10.cc.gatech.edu	1775455207.808	     0.902	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_3regular.gz 100000000 -pp 100000000 --total-program-instructions 649265702 -a 4 -f 55000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f55k_tr23/BQ_qaoa_3regular.out
1027	ampere10.cc.gatech.edu	1775455207.912	     0.799	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_3regular.gz 100000000 -pp 100000000 --total-program-instructions 649265702 -a 4 -f 60000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f60k_tr23/BQ_qaoa_3regular.out
1028	ampere10.cc.gatech.edu	1775455208.015	     0.696	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_3regular.gz 100000000 -pp 100000000 --total-program-instructions 649265702 -a 4 -f 65000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f65k_tr23/BQ_qaoa_3regular.out
1029	ampere10.cc.gatech.edu	1775455208.117	     0.594	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_3regular.gz 100000000 -pp 100000000 --total-program-instructions 649265702 -a 4 -f 70000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f70k_tr23/BQ_qaoa_3regular.out
1030	ampere10.cc.gatech.edu	1775455208.228	     0.485	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_3regular.gz 100000000 -pp 100000000 --total-program-instructions 649265702 -a 4 -f 75000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f75k_tr23/BQ_qaoa_3regular.out
1031	ampere10.cc.gatech.edu	1775455208.332	     0.381	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_powerlaw.gz 100000000 -pp 100000000 --total-program-instructions 521631801 -a 4 -f 30000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f30k_tr1/BQ_qaoa_powerlaw.out
1032	ampere10.cc.gatech.edu	1775455208.441	     0.272	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_powerlaw.gz 100000000 -pp 100000000 --total-program-instructions 521631801 -a 4 -f 35000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f35k_tr1/BQ_qaoa_powerlaw.out
1033	ampere10.cc.gatech.edu	1775455208.547	     0.167	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_powerlaw.gz 100000000 -pp 100000000 --total-program-instructions 521631801 -a 4 -f 40000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f40k_tr1/BQ_qaoa_powerlaw.out
1034	ampere10.cc.gatech.edu	1775455208.652	     0.062	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_powerlaw.gz 100000000 -pp 100000000 --total-program-instructions 521631801 -a 4 -f 45000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f45k_tr1/BQ_qaoa_powerlaw.out
1035	ampere10.cc.gatech.edu	1775455208.758	     3.068	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_powerlaw.gz 100000000 -pp 100000000 --total-program-instructions 521631801 -a 4 -f 50000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f50k_tr1/BQ_qaoa_powerlaw.out
1039	ampere10.cc.gatech.edu	1775455209.176	     2.651	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_powerlaw.gz 100000000 -pp 100000000 --total-program-instructions 521631801 -a 4 -f 70000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f70k_tr1/BQ_qaoa_powerlaw.out
1038	ampere10.cc.gatech.edu	1775455209.072	     2.756	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_powerlaw.gz 100000000 -pp 100000000 --total-program-instructions 521631801 -a 4 -f 65000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f65k_tr1/BQ_qaoa_powerlaw.out
1036	ampere10.cc.gatech.edu	1775455208.863	     2.967	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_powerlaw.gz 100000000 -pp 100000000 --total-program-instructions 521631801 -a 4 -f 55000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f55k_tr1/BQ_qaoa_powerlaw.out
1043	ampere10.cc.gatech.edu	1775455209.596	     2.235	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_powerlaw.gz 100000000 -pp 100000000 --total-program-instructions 521631801 -a 4 -f 40000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f40k_tr23/BQ_qaoa_powerlaw.out
1044	ampere10.cc.gatech.edu	1775455209.700	     2.131	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_powerlaw.gz 100000000 -pp 100000000 --total-program-instructions 521631801 -a 4 -f 45000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f45k_tr23/BQ_qaoa_powerlaw.out
1048	ampere10.cc.gatech.edu	1775455210.117	     1.717	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_powerlaw.gz 100000000 -pp 100000000 --total-program-instructions 521631801 -a 4 -f 65000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f65k_tr23/BQ_qaoa_powerlaw.out
1050	ampere10.cc.gatech.edu	1775455210.326	     1.508	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_powerlaw.gz 100000000 -pp 100000000 --total-program-instructions 521631801 -a 4 -f 75000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f75k_tr23/BQ_qaoa_powerlaw.out
1051	ampere10.cc.gatech.edu	1775455210.431	     1.404	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_q.gz 100000000 -pp 100000000 --total-program-instructions 558107204 -a 4 -f 30000 --rltp-degree 4 --reaction-time 1 &> out/rdr_micro2026/simulation_results/rltp_4_f30k_tr1/BQ_chromium_q.out
1052	ampere10.cc.gatech.edu	1775455210.535	     1.299	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_q.gz 100000000 -pp 100000000 --total-program-instructions 558107204 -a 4 -f 35000 --rltp-degree 4 --reaction-time 1 &> out/rdr_micro2026/simulation_results/rltp_4_f35k_tr1/BQ_chromium_q.out
1054	ampere10.cc.gatech.edu	1775455210.745	     1.091	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_q.gz 100000000 -pp 100000000 --total-program-instructions 558107204 -a 4 -f 45000 --rltp-degree 4 --reaction-time 1 &> out/rdr_micro2026/simulation_results/rltp_4_f45k_tr1/BQ_chromium_q.out
1055	ampere10.cc.gatech.edu	1775455210.852	     0.983	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_q.gz 100000000 -pp 100000000 --total-program-instructions 558107204 -a 4 -f 50000 --rltp-degree 4 --reaction-time 1 &> out/rdr_micro2026/simulation_results/rltp_4_f50k_tr1/BQ_chromium_q.out
1056	ampere10.cc.gatech.edu	1775455210.959	     0.877	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_q.gz 100000000 -pp 100000000 --total-program-instructions 558107204 -a 4 -f 55000 --rltp-degree 4 --reaction-time 1 &> out/rdr_micro2026/simulation_results/rltp_4_f55k_tr1/BQ_chromium_q.out
1057	ampere10.cc.gatech.edu	1775455211.063	     0.773	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_q.gz 100000000 -pp 100000000 --total-program-instructions 558107204 -a 4 -f 60000 --rltp-degree 4 --reaction-time 1 &> out/rdr_micro2026/simulation_results/rltp_4_f60k_tr1/BQ_chromium_q.out
1037	ampere10.cc.gatech.edu	1775455208.968	     2.870	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_powerlaw.gz 100000000 -pp 100000000 --total-program-instructions 521631801 -a 4 -f 60000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f60k_tr1/BQ_qaoa_powerlaw.out
1058	ampere10.cc.gatech.edu	1775455211.171	     0.667	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_q.gz 100000000 -pp 100000000 --total-program-instructions 558107204 -a 4 -f 65000 --rltp-degree 4 --reaction-time 1 &> out/rdr_micro2026/simulation_results/rltp_4_f65k_tr1/BQ_chromium_q.out
1045	ampere10.cc.gatech.edu	1775455209.806	     2.032	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_powerlaw.gz 100000000 -pp 100000000 --total-program-instructions 521631801 -a 4 -f 50000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f50k_tr23/BQ_qaoa_powerlaw.out
1059	ampere10.cc.gatech.edu	1775455211.276	     0.562	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_q.gz 100000000 -pp 100000000 --total-program-instructions 558107204 -a 4 -f 70000 --rltp-degree 4 --reaction-time 1 &> out/rdr_micro2026/simulation_results/rltp_4_f70k_tr1/BQ_chromium_q.out
1060	ampere10.cc.gatech.edu	1775455211.380	     0.459	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_q.gz 100000000 -pp 100000000 --total-program-instructions 558107204 -a 4 -f 75000 --rltp-degree 4 --reaction-time 1 &> out/rdr_micro2026/simulation_results/rltp_4_f75k_tr1/BQ_chromium_q.out
1040	ampere10.cc.gatech.edu	1775455209.280	     2.559	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_powerlaw.gz 100000000 -pp 100000000 --total-program-instructions 521631801 -a 4 -f 75000 --reaction-time 1 &> out/rdr_micro2026/simulation_results/baseline_f75k_tr1/BQ_qaoa_powerlaw.out
1053	ampere10.cc.gatech.edu	1775455210.639	     1.202	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_q.gz 100000000 -pp 100000000 --total-program-instructions 558107204 -a 4 -f 40000 --rltp-degree 4 --reaction-time 1 &> out/rdr_micro2026/simulation_results/rltp_4_f40k_tr1/BQ_chromium_q.out
1049	ampere10.cc.gatech.edu	1775455210.222	     1.619	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_powerlaw.gz 100000000 -pp 100000000 --total-program-instructions 521631801 -a 4 -f 70000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f70k_tr23/BQ_qaoa_powerlaw.out
1061	ampere10.cc.gatech.edu	1775455211.486	     0.355	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_q.gz 100000000 -pp 100000000 --total-program-instructions 558107204 -a 4 -f 30000 --rltp-degree 4 --reaction-time 23 &> out/rdr_micro2026/simulation_results/rltp_4_f30k_tr23/BQ_chromium_q.out
1042	ampere10.cc.gatech.edu	1775455209.491	     2.351	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_powerlaw.gz 100000000 -pp 100000000 --total-program-instructions 521631801 -a 4 -f 35000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f35k_tr23/BQ_qaoa_powerlaw.out
1041	ampere10.cc.gatech.edu	1775455209.385	     2.457	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_powerlaw.gz 100000000 -pp 100000000 --total-program-instructions 521631801 -a 4 -f 30000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f30k_tr23/BQ_qaoa_powerlaw.out
1046	ampere10.cc.gatech.edu	1775455209.911	     1.933	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_powerlaw.gz 100000000 -pp 100000000 --total-program-instructions 521631801 -a 4 -f 55000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f55k_tr23/BQ_qaoa_powerlaw.out
1047	ampere10.cc.gatech.edu	1775455210.014	     1.830	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_qaoa_powerlaw.gz 100000000 -pp 100000000 --total-program-instructions 521631801 -a 4 -f 60000 --reaction-time 23 &> out/rdr_micro2026/simulation_results/baseline_f60k_tr23/BQ_qaoa_powerlaw.out
1062	ampere10.cc.gatech.edu	1775455211.590	     0.255	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_q.gz 100000000 -pp 100000000 --total-program-instructions 558107204 -a 4 -f 35000 --rltp-degree 4 --reaction-time 23 &> out/rdr_micro2026/simulation_results/rltp_4_f35k_tr23/BQ_chromium_q.out
1063	ampere10.cc.gatech.edu	1775455211.694	     0.151	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_q.gz 100000000 -pp 100000000 --total-program-instructions 558107204 -a 4 -f 40000 --rltp-degree 4 --reaction-time 23 &> out/rdr_micro2026/simulation_results/rltp_4_f40k_tr23/BQ_chromium_q.out
1064	ampere10.cc.gatech.edu	1775455211.798	     0.047	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_q.gz 100000000 -pp 100000000 --total-program-instructions 558107204 -a 4 -f 45000 --rltp-degree 4 --reaction-time 23 &> out/rdr_micro2026/simulation_results/rltp_4_f45k_tr23/BQ_chromium_q.out
1065	ampere10.cc.gatech.edu	1775455211.906	     3.130	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_q.gz 100000000 -pp 100000000 --total-program-instructions 558107204 -a 4 -f 50000 --rltp-degree 4 --reaction-time 23 &> out/rdr_micro2026/simulation_results/rltp_4_f50k_tr23/BQ_chromium_q.out
1066	ampere10.cc.gatech.edu	1775455212.013	     3.023	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_q.gz 100000000 -pp 100000000 --total-program-instructions 558107204 -a 4 -f 55000 --rltp-degree 4 --reaction-time 23 &> out/rdr_micro2026/simulation_results/rltp_4_f55k_tr23/BQ_chromium_q.out
1067	ampere10.cc.gatech.edu	1775455212.118	     2.920	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_q.gz 100000000 -pp 100000000 --total-program-instructions 558107204 -a 4 -f 60000 --rltp-degree 4 --reaction-time 23 &> out/rdr_micro2026/simulation_results/rltp_4_f60k_tr23/BQ_chromium_q.out
1068	ampere10.cc.gatech.edu	1775455212.230	     2.809	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_q.gz 100000000 -pp 100000000 --total-program-instructions 558107204 -a 4 -f 65000 --rltp-degree 4 --reaction-time 23 &> out/rdr_micro2026/simulation_results/rltp_4_f65k_tr23/BQ_chromium_q.out
1069	ampere10.cc.gatech.edu	1775455212.335	     2.704	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_q.gz 100000000 -pp 100000000 --total-program-instructions 558107204 -a 4 -f 70000 --rltp-degree 4 --reaction-time 23 &> out/rdr_micro2026/simulation_results/rltp_4_f70k_tr23/BQ_chromium_q.out
1070	ampere10.cc.gatech.edu	1775455212.440	     2.599	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_q.gz 100000000 -pp 100000000 --total-program-instructions 558107204 -a 4 -f 75000 --rltp-degree 4 --reaction-time 23 &> out/rdr_micro2026/simulation_results/rltp_4_f75k_tr23/BQ_chromium_q.out
1071	ampere10.cc.gatech.edu	1775455212.546	     2.494	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_t.gz 100000000 -pp 100000000 --total-program-instructions 510434112 -a 4 -f 30000 --rltp-degree 4 --reaction-time 1 &> out/rdr_micro2026/simulation_results/rltp_4_f30k_tr1/BQ_chromium_t.out
1072	ampere10.cc.gatech.edu	1775455212.653	     2.388	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_t.gz 100000000 -pp 100000000 --total-program-instructions 510434112 -a 4 -f 35000 --rltp-degree 4 --reaction-time 1 &> out/rdr_micro2026/simulation_results/rltp_4_f35k_tr1/BQ_chromium_t.out
1073	ampere10.cc.gatech.edu	1775455212.760	     2.282	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_t.gz 100000000 -pp 100000000 --total-program-instructions 510434112 -a 4 -f 40000 --rltp-degree 4 --reaction-time 1 &> out/rdr_micro2026/simulation_results/rltp_4_f40k_tr1/BQ_chromium_t.out
1074	ampere10.cc.gatech.edu	1775455212.866	     2.177	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_t.gz 100000000 -pp 100000000 --total-program-instructions 510434112 -a 4 -f 45000 --rltp-degree 4 --reaction-time 1 &> out/rdr_micro2026/simulation_results/rltp_4_f45k_tr1/BQ_chromium_t.out
1075	ampere10.cc.gatech.edu	1775455212.970	     2.072	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_t.gz 100000000 -pp 100000000 --total-program-instructions 510434112 -a 4 -f 50000 --rltp-degree 4 --reaction-time 1 &> out/rdr_micro2026/simulation_results/rltp_4_f50k_tr1/BQ_chromium_t.out
1076	ampere10.cc.gatech.edu	1775455213.077	     1.967	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_t.gz 100000000 -pp 100000000 --total-program-instructions 510434112 -a 4 -f 55000 --rltp-degree 4 --reaction-time 1 &> out/rdr_micro2026/simulation_results/rltp_4_f55k_tr1/BQ_chromium_t.out
1077	ampere10.cc.gatech.edu	1775455213.182	     1.863	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_t.gz 100000000 -pp 100000000 --total-program-instructions 510434112 -a 4 -f 60000 --rltp-degree 4 --reaction-time 1 &> out/rdr_micro2026/simulation_results/rltp_4_f60k_tr1/BQ_chromium_t.out
1078	ampere10.cc.gatech.edu	1775455213.288	     1.756	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_t.gz 100000000 -pp 100000000 --total-program-instructions 510434112 -a 4 -f 65000 --rltp-degree 4 --reaction-time 1 &> out/rdr_micro2026/simulation_results/rltp_4_f65k_tr1/BQ_chromium_t.out
1079	ampere10.cc.gatech.edu	1775455213.394	     1.651	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_t.gz 100000000 -pp 100000000 --total-program-instructions 510434112 -a 4 -f 70000 --rltp-degree 4 --reaction-time 1 &> out/rdr_micro2026/simulation_results/rltp_4_f70k_tr1/BQ_chromium_t.out
1080	ampere10.cc.gatech.edu	1775455213.501	     1.545	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_t.gz 100000000 -pp 100000000 --total-program-instructions 510434112 -a 4 -f 75000 --rltp-degree 4 --reaction-time 1 &> out/rdr_micro2026/simulation_results/rltp_4_f75k_tr1/BQ_chromium_t.out
1081	ampere10.cc.gatech.edu	1775455213.607	     1.439	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_t.gz 100000000 -pp 100000000 --total-program-instructions 510434112 -a 4 -f 30000 --rltp-degree 4 --reaction-time 23 &> out/rdr_micro2026/simulation_results/rltp_4_f30k_tr23/BQ_chromium_t.out
1082	ampere10.cc.gatech.edu	1775455213.712	     1.336	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_t.gz 100000000 -pp 100000000 --total-program-instructions 510434112 -a 4 -f 35000 --rltp-degree 4 --reaction-time 23 &> out/rdr_micro2026/simulation_results/rltp_4_f35k_tr23/BQ_chromium_t.out
1083	ampere10.cc.gatech.edu	1775455213.818	     1.230	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_t.gz 100000000 -pp 100000000 --total-program-instructions 510434112 -a 4 -f 40000 --rltp-degree 4 --reaction-time 23 &> out/rdr_micro2026/simulation_results/rltp_4_f40k_tr23/BQ_chromium_t.out
1084	ampere10.cc.gatech.edu	1775455213.925	     1.124	0	0	255	0	./build/quicksilver benchmarks/bin/compiled/rdr_micro2026/eif/BQ_chromium_t.gz 100000000 -pp 100000000 --total-program-instructions 510434112 -a 4 -f 45000 --rltp-degree 4 --reaction-time 23 &> out/rdr_micro2026/simulation_results/rltp_4_f45k_tr23/BQ_chromium_t.out
