angle,t_count_x,t_count_2x,len_x,len_2x
1.3592566008882119,52,50,83,75
1.3645397861953914,46,50,69,75
1.3698229715025712,50,50,67,75
1.3751061568097507,50,54,74,86
1.3803893421169302,50,54,74,86
1.3856725274241097,44,54,70,86
1.3909557127312895,52,50,79,73
1.396238898038469,48,50,72,73
1.4015220833456485,48,50,71,73
1.4068052686528281,48,50,73,73
1.4120884539600078,50,50,75,73
1.4173716392671873,50,50,77,73
1.4226548245743669,48,48,73,71
1.4279380098815466,48,48,78,71
1.4332211951887261,50,50,73,80
1.4385043804959057,48,50,73,80
1.4437875658030852,50,50,78,80
1.449070751110265,46,50,74,80
1.4543539364174445,50,50,78,80
1.459637121724624,46,50,77,80
1.4649203070318035,50,52,75,84
1.4702034923389833,46,52,76,84
1.4754866776461628,52,50,74,75
1.4807698629533423,48,50,71,75
1.4860530482605219,50,50,77,75
1.4913362335677016,50,50,75,75
1.4966194188748811,50,50,77,75
1.5019026041820607,48,50,73,75
1.5071857894892404,50,50,74,75
1.51246897479642,50,50,79,82
1.5177521601035995,50,50,78,82
1.523035345410779,48,50,77,82
1.5283185307179588,54,50,83,82
1.5336017160251383,46,50,67,82
1.5388849013323178,46,50,75,82
1.5441680866394973,48,48,68,76
1.5494512719466771,50,48,72,76
1.5547344572538566,50,48,75,69
1.5600176425610361,48,48,76,69
1.5653008278682157,52,48,79,69
1.5705840131753954,50,48,78,69
1.5758671984825749,50,48,76,82
1.5811503837897545,50,48,74,82
1.586433569096934,50,48,77,82
1.5917167544041138,52,48,72,73
1.5969999397112933,50,48,73,73
1.6022831250184728,50,50,74,78
1.6075663103256526,50,50,75,78
1.6128494956328321,50,50,79,78
1.6181326809400116,52,50,77,78
1.6234158662471911,52,50,77,78
1.6286990515543709,52,50,84,78
1.6339822368615504,50,50,77,83
1.6392654221687299,48,50,73,76
1.6445486074759095,48,50,72,76
1.6498317927830892,50,50,87,76
1.6551149780902688,44,50,63,76
1.6603981633974483,54,50,78,76
1.6656813487046278,52,50,79,76
1.6709645340118076,50,52,81,77
1.6762477193189871,50,52,78,77
1.6815309046261666,50,50,81,76
1.6868140899333464,48,50,74,76
1.6920972752405259,52,50,79,76
1.6973804605477054,54,50,84,76
1.7026636458548849,48,50,69,76
1.7079468311620647,46,50,76,76
1.7132300164692442,46,48,65,74
1.7185132017764237,48,48,76,74
1.7237963870836033,52,48,78,74
1.729079572390783,50,50,75,81
1.7343627576979626,52,50,71,81
1.7396459430051421,50,50,81,81
1.7449291283123216,50,50,70,81
1.7502123136195014,50,50,69,81
1.7554954989266809,50,54,79,77
1.7607786842338604,48,54,69,77
1.7660618695410402,52,54,77,77
1.7713450548482197,50,50,77,79
1.7766282401553992,52,50,75,79
1.7819114254625787,48,50,78,79
1.7871946107697585,48,50,75,79
1.792477796076938,50,50,73,79
1.7977609813841176,48,48,79,74
1.8030441666912971,50,48,80,74
1.8083273519984768,50,50,83,70
1.8136105373056564,48,50,72,70
1.8188937226128359,52,50,86,70
1.8241769079200154,48,50,74,70
1.8294600932271952,48,50,69,70
1.8347432785343747,50,50,77,77
1.8400264638415542,52,50,81,77
1.8453096491487337,52,50,81,77
1.8505928344559135,50,52,81,81
1.855876019763093,52,52,84,81
1.8611592050702725,48,52,75,81
1.8664423903774523,50,52,73,81
1.8717255756846318,50,52,78,81
1.8770087609918114,50,50,82,78
1.8822919462989909,50,50,85,78
1.8875751316061706,50,50,78,78
1.8928583169133502,50,50,81,86
1.8981415022205297,48,50,76,86
1.9034246875277092,50,50,76,86
1.908707872834889,50,50,75,86
1.9139910581420685,48,50,75,86
1.919274243449248,52,48,83,76
1.9245574287564275,48,48,74,76
1.9298406140636073,50,48,84,76
1.9351237993707868,50,50,77,78
1.9404069846779664,50,50,78,78
1.9456901699851461,48,50,72,78
1.9509733552923256,52,50,71,78
1.9562565405995052,50,52,72,77
1.9615397259066847,48,52,75,77
1.9668229112138644,52,52,77,77
1.972106096521044,46,52,76,77
1.9773892818282235,52,48,79,71
1.982672467135403,52,48,79,71
1.9879556524425828,52,48,81,71
1.9932388377497623,52,48,85,71
1.9985220230569418,50,50,77,77
2.0038052083641213,50,50,74,77
2.0090883936713011,50,50,74,77
2.0143715789784808,52,50,80,77
2.0196547642856602,52,50,73,78
2.0249379495928399,52,50,86,78
2.0302211349000192,52,50,79,78
2.035504320207199,52,50,79,78
2.0407875055143787,50,50,79,81
2.046070690821558,50,50,76,81
2.0513538761287378,52,50,83,81
2.0566370614359175,52,50,84,81
2.0619202467430968,52,50,84,78
2.0672034320502766,46,50,61,78
2.0724866173574559,48,50,76,78
2.0777698026646356,48,50,77,78
2.0830529879718154,48,50,75,69
2.0883361732789947,44,50,64,69
2.0936193585861744,50,50,76,69
2.0989025438933542,50,50,78,69
2.1041857292005335,50,52,81,84
2.1094689145077132,52,52,77,84
2.114752099814893,52,52,82,84
2.1200352851220723,48,52,75,84
2.125318470429252,50,52,73,88
2.1306016557364313,52,52,81,88
2.1358848410436111,50,52,76,88
2.1411680263507908,48,52,76,87
2.1464512116579701,50,52,78,87
2.1517343969651499,48,52,73,87
2.1570175822723296,50,52,69,87
2.162300767579509,50,50,81,73
2.1675839528866887,46,50,71,73
2.172867138193868,52,50,83,73
2.1781503235010478,52,50,80,73
2.1834335088082275,50,48,69,76
2.1887166941154068,50,48,72,76
2.1939998794225866,40,48,62,76
2.1992830647297663,50,48,74,76
2.2045662500369456,50,52,78,80
2.2098494353441254,52,52,78,80
2.2151326206513051,52,52,82,80
2.2204158059584844,50,52,68,80
2.2256989912656642,52,52,88,78
2.2309821765728435,50,52,82,78
2.2362653618800232,50,52,84,78
2.241548547187203,50,48,77,74
2.2468317324943823,50,52,76,78
2.252114917801562,50,52,73,78
2.2573981031087418,52,52,76,78
2.2626812884159211,46,50,72,75
2.2679644737231008,50,52,74,85
2.2732476590302806,50,52,77,85
2.2785308443374599,58,52,93,85
2.2838140296446396,52,46,79,71
2.2890972149518189,46,52,69,81
2.2943804002589987,50,52,82,81
2.2996635855661784,52,52,82,81
2.3049467708733578,50,50,74,79
2.3102299561805375,52,44,86,70
2.3155131414877173,48,44,76,70
